Estado,Bioma,Latitude,Longitude,Mês,Temperatura,Umidade,Precipitacao,NDVI,Focos_Calor,Declividade,Distancia_Rios,Uso_Solo,Nivel_Risco
BA,Caatinga,-10.56476,-44.4185,Agosto,23.9,86.6,146.5,0.621,14,26.6,568.4,Floresta,Alto
PR,Mata Atlântica,-21.50176,-52.56746,Junho,18.8,14.4,473.2,0.09,9,33.3,1932.7,Área Urbana,Alto
MT,Cerrado/Amazônia,-9.52634,-57.30431,Janeiro,25.0,71.6,4.8,0.619,56,38.3,3603.8,Área Urbana,Baixo
RS,Pampa,-30.54138,-51.60099,Janeiro,34.0,12.0,100.4,0.359,12,24.9,3122.8,Pastagem,Médio
GO,Cerrado,-16.43118,-46.05341,Junho,25.4,24.8,159.3,0.343,44,5.2,3769.9,Agricultura,Médio
CE,Caatinga,-5.21454,-40.10344,Fevereiro,21.6,93.9,35.1,0.505,25,2.2,2504.8,Pastagem,Baixo
SP,Mata Atlântica,-23.43448,-48.081,Agosto,30.6,40.7,30.6,0.057,57,11.1,880.3,Agricultura,Médio
RS,Pampa,-27.63432,-53.43662,Janeiro,26.3,79.7,7.5,0.798,40,37.1,584.9,Pastagem,Médio
GO,Cerrado,-16.75101,-48.43501,Fevereiro,19.5,42.0,11.8,0.365,53,21.5,2411.5,Cerrado/Savana,Baixo
AM,Amazônia,-3.40647,-61.39618,Agosto,19.2,81.4,128.3,0.267,71,23.2,1036.6,Área Urbana,Alto
PA,Amazônia,-3.24025,-51.2243,Dezembro,34.1,92.1,84.4,0.027,71,24.4,4911.5,Cerrado/Savana,Baixo
BA,Caatinga,-12.37379,-38.56599,Junho,41.3,47.0,3.7,0.068,51,13.3,1001.8,Cerrado/Savana,Baixo
CE,Caatinga,-6.0425,-39.80046,Dezembro,21.3,57.5,419.4,0.82,26,7.3,2838.3,Pastagem,Alto
BA,Caatinga,-12.62566,-41.85363,Outubro,35.9,63.4,128.1,0.357,129,38.2,18.8,Área Urbana,Alto
CE,Caatinga,-6.70382,-42.02547,Fevereiro,17.4,89.5,86.9,0.622,84,30.2,1275.7,Cerrado/Savana,Médio
PR,Mata Atlântica,-24.2642,-52.50021,Fevereiro,25.3,31.8,38.2,-0.019,15,20.4,1303.1,Pastagem,Baixo
MT,Cerrado/Amazônia,-9.81829,-57.02881,Novembro,28.7,62.0,128.8,0.543,44,15.1,3692.6,Cerrado/Savana,Médio
CE,Caatinga,-5.47723,-38.00849,Julho,22.3,37.6,54.3,0.822,13,19.3,2483.2,Área Urbana,Médio
BA,Caatinga,-11.97671,-41.96328,Maio,29.3,28.4,145.5,0.2,36,1.3,70.3,Pastagem,Médio
PR,Mata Atlântica,-25.8511,-46.06345,Maio,38.8,17.2,137.7,0.279,47,9.9,1902.1,Cerrado/Savana,Médio
CE,Caatinga,-4.55732,-38.02336,Agosto,40.5,62.8,11.7,0.84,26,10.0,3227.5,Pastagem,Baixo
AM,Amazônia,-5.00442,-63.08698,Dezembro,17.7,85.0,288.0,0.634,4,17.8,3187.2,Floresta,Alto
MT,Cerrado/Amazônia,-9.51148,-54.8246,Dezembro,22.3,39.9,80.1,-0.038,3,9.5,278.9,Cerrado/Savana,Médio
CE,Caatinga,-4.41357,-40.22236,Julho,41.4,57.0,59.9,0.279,47,7.4,4645.3,Agricultura,Baixo
PR,Mata Atlântica,-25.24105,-52.56417,Dezembro,22.3,64.6,373.4,-0.014,51,30.6,1242.5,Pastagem,Alto
RS,Pampa,-31.76527,-49.84423,Setembro,33.7,45.2,69.2,0.761,18,35.7,4458.7,Cerrado/Savana,Baixo
MG,Cerrado,-17.70175,-43.44588,Abril,21.8,86.8,153.3,0.522,74,2.7,1074.9,Cerrado/Savana,Médio
GO,Cerrado,-16.33535,-49.45654,Outubro,24.6,40.8,127.8,0.856,21,8.4,2843.6,Agricultura,Médio
MG,Cerrado,-19.15807,-45.64096,Abril,20.2,20.6,21.7,-0.08,108,30.9,2036.3,Pastagem,Médio
MG,Cerrado,-16.00941,-44.36774,Fevereiro,38.1,22.2,500.0,0.616,22,32.6,2910.9,Floresta,Alto
SP,Mata Atlântica,-22.78882,-45.37637,Março,38.8,85.7,74.7,0.838,28,20.0,2494.3,Floresta,Baixo
AM,Amazônia,-3.26894,-61.85905,Janeiro,23.0,94.0,60.3,0.25,0,27.8,20.2,Cerrado/Savana,Médio
RS,Pampa,-31.65994,-52.57417,Janeiro,37.2,34.6,302.5,0.062,19,3.1,1763.1,Agricultura,Alto
PA,Amazônia,-6.96172,-51.82181,Julho,24.7,88.5,90.4,-0.049,0,34.0,38.6,Corpo d'Água,Médio
CE,Caatinga,-4.99366,-40.99405,Maio,17.7,51.0,146.5,0.745,96,33.3,3420.0,Floresta,Médio
GO,Cerrado,-14.95985,-49.02482,Março,35.5,70.3,224.7,0.061,63,27.7,4268.9,Agricultura,Alto
MT,Cerrado/Amazônia,-13.72245,-56.96174,Julho,31.1,62.1,32.2,0.374,40,36.7,1929.7,Pastagem,Baixo
RS,Pampa,-29.20929,-52.51753,Fevereiro,22.4,90.8,22.3,0.822,5,1.9,2628.8,Pastagem,Baixo
BA,Caatinga,-11.73066,-41.24846,Março,21.8,82.2,8.5,0.072,0,9.2,44.6,Corpo d'Água,Baixo
PA,Amazônia,-7.0388,-52.4003,Janeiro,41.3,83.9,272.9,0.151,27,14.5,1932.1,Cerrado/Savana,Alto
SP,Mata Atlântica,-23.00153,-47.569,Agosto,38.3,56.0,26.8,0.775,24,6.3,702.9,Floresta,Baixo
SP,Mata Atlântica,-24.37093,-48.14263,Fevereiro,36.9,37.8,44.1,0.161,47,32.6,332.9,Área Urbana,Médio
RS,Pampa,-30.7035,-51.24812,Julho,18.5,69.6,40.4,0.728,78,30.3,868.4,Floresta,Médio
PR,Mata Atlântica,-25.70678,-53.77733,Novembro,35.4,47.3,43.6,0.778,32,30.9,4355.5,Agricultura,Baixo
MG,Cerrado,-19.54288,-45.17594,Setembro,20.8,34.5,132.3,0.686,144,11.7,4911.2,Pastagem,Médio
BA,Caatinga,-11.35474,-40.80785,Junho,41.4,22.9,369.8,0.401,29,30.5,4397.3,Floresta,Alto
SP,Mata Atlântica,-22.29567,-47.73853,Fevereiro,16.4,54.9,48.0,0.646,25,4.9,4848.7,Floresta,Baixo
GO,Cerrado,-15.61767,-53.47457,Fevereiro,24.5,60.5,62.8,0.835,28,4.3,3656.7,Floresta,Baixo
SP,Mata Atlântica,-22.90662,-45.71365,Setembro,26.6,58.3,177.0,0.459,67,23.4,806.9,Agricultura,Alto
MT,Cerrado/Amazônia,-13.20744,-56.47686,Outubro,37.3,19.9,67.9,0.554,94,1.9,2820.2,Floresta,Médio
CE,Caatinga,-7.37239,-40.8516,Agosto,35.7,58.4,312.5,0.36,29,37.5,3660.7,Pastagem,Alto
SP,Mata Atlântica,-22.40183,-45.86312,Setembro,25.1,24.3,84.0,0.686,36,13.2,2572.2,Floresta,Baixo
MT,Cerrado/Amazônia,-13.29778,-55.70296,Abril,30.3,66.4,51.3,0.216,44,19.1,2777.8,Agricultura,Baixo
RS,Pampa,-29.82255,-51.98633,Abril,37.6,46.5,427.2,0.758,69,32.5,2935.1,Área Urbana,Alto
RS,Pampa,-30.30424,-51.91313,Fevereiro,15.5,82.1,66.6,0.798,80,16.0,2339.6,Pastagem,Baixo
PA,Amazônia,-7.31566,-50.84497,Outubro,36.7,80.5,31.5,-0.053,0,17.2,45.5,Corpo d'Água,Médio
SP,Mata Atlântica,-24.40204,-47.87854,Janeiro,40.6,71.6,23.5,0.398,7,13.9,3188.8,Cerrado/Savana,Baixo
GO,Cerrado,-18.12402,-53.79395,Outubro,15.9,69.6,500.0,0.769,118,14.1,277.0,Floresta,Alto
SP,Mata Atlântica,-22.49775,-45.43959,Abril,16.2,57.6,167.8,0.85,47,18.7,862.9,Floresta,Alto
GO,Cerrado,-14.04044,-50.06356,Outubro,24.3,15.2,63.0,0.884,43,37.8,4627.1,Cerrado/Savana,Baixo
AM,Amazônia,-3.95299,-62.98158,Outubro,17.4,65.7,210.1,0.806,27,37.4,2449.2,Floresta,Alto
PA,Amazônia,-6.16484,-51.05031,Novembro,27.9,49.7,95.0,0.349,87,21.8,4110.2,Área Urbana,Médio
AM,Amazônia,-3.50977,-61.65289,Agosto,34.7,49.9,45.8,0.818,18,18.2,3635.4,Agricultura,Baixo
SP,Mata Atlântica,-24.21301,-44.64873,Fevereiro,30.3,42.2,163.2,0.815,18,32.3,1610.3,Pastagem,Alto
PA,Amazônia,-8.39711,-54.56079,Dezembro,20.3,89.0,164.4,0.395,53,27.2,4020.2,Agricultura,Médio
AM,Amazônia,-2.90043,-59.59408,Novembro,32.7,31.2,83.2,0.664,136,35.3,465.7,Floresta,Médio
MG,Cerrado,-18.84765,-45.81356,Agosto,33.5,36.9,5.5,0.86,19,29.2,4376.1,Floresta,Baixo
SP,Mata Atlântica,-22.04901,-46.14445,Janeiro,40.2,91.9,9.6,0.485,27,38.1,3406.0,Pastagem,Baixo
AM,Amazônia,-1.53468,-64.15553,Janeiro,19.0,78.9,186.6,0.673,37,35.4,4636.1,Cerrado/Savana,Alto
MG,Cerrado,-16.6925,-46.87269,Abril,33.7,11.2,208.1,0.363,47,34.2,4478.6,Pastagem,Alto
MG,Cerrado,-18.94226,-43.93083,Julho,39.6,87.0,136.1,0.626,76,15.7,1907.5,Floresta,Médio
RS,Pampa,-29.75098,-49.63911,Setembro,28.5,29.3,219.2,-0.076,3,15.4,4285.6,Pastagem,Médio
SP,Mata Atlântica,-26.28999,-46.41849,Maio,24.8,70.0,152.5,0.459,45,29.6,2819.5,Agricultura,Médio
MG,Cerrado,-16.71054,-44.46106,Fevereiro,19.6,57.0,272.7,0.061,8,3.3,794.0,Pastagem,Alto
RS,Pampa,-31.74351,-49.71874,Dezembro,38.4,55.6,19.6,0.087,45,12.9,4149.5,Cerrado/Savana,Baixo
AM,Amazônia,-4.44247,-63.45648,Julho,25.6,71.0,58.9,0.735,69,37.3,4540.5,Floresta,Baixo
MT,Cerrado/Amazônia,-14.1052,-57.21803,Novembro,40.0,27.6,74.9,0.472,32,18.0,431.9,Floresta,Médio
SP,Mata Atlântica,-23.27541,-48.53365,Fevereiro,37.9,23.5,42.4,-0.026,55,10.8,4653.5,Pastagem,Médio
PA,Amazônia,-7.13547,-53.77172,Setembro,25.2,65.4,155.1,0.676,15,19.1,3010.3,Floresta,Médio
GO,Cerrado,-17.26248,-49.78486,Setembro,30.5,34.7,292.3,0.845,50,11.5,139.2,Agricultura,Alto
GO,Cerrado,-15.28817,-49.50419,Março,15.7,92.8,63.8,0.717,57,30.7,2713.6,Floresta,Médio
AM,Amazônia,-3.132,-59.71351,Agosto,22.1,48.4,340.7,0.251,21,34.0,3985.8,Pastagem,Alto
PR,Mata Atlântica,-24.25447,-50.37405,Novembro,34.2,19.5,87.3,0.205,134,31.3,2670.6,Cerrado/Savana,Médio
PR,Mata Atlântica,-25.51192,-50.13399,Abril,33.3,68.3,88.7,0.847,16,6.0,3539.2,Floresta,Baixo
AM,Amazônia,-4.16353,-61.60283,Março,24.5,95.1,110.0,-0.151,0,13.4,15.5,Corpo d'Água,Médio
MG,Cerrado,-20.56705,-44.30065,Janeiro,36.8,22.6,37.5,-0.1,54,8.6,4350.1,Agricultura,Médio
SP,Mata Atlântica,-25.01307,-45.22595,Maio,21.4,45.9,58.0,-0.09,64,1.7,902.6,Cerrado/Savana,Baixo
GO,Cerrado,-14.51619,-50.53994,Novembro,27.5,92.0,96.7,0.622,21,29.6,2141.4,Pastagem,Médio
GO,Cerrado,-12.75564,-50.26882,Abril,27.8,45.0,341.6,0.615,46,17.1,564.7,Agricultura,Alto
MG,Cerrado,-20.92803,-45.71868,Janeiro,24.2,39.5,123.5,0.318,48,11.1,2979.5,Pastagem,Médio
GO,Cerrado,-17.39621,-49.2706,Outubro,40.8,47.8,48.6,0.026,52,12.3,4774.1,Cerrado/Savana,Baixo
PA,Amazônia,-7.39304,-53.53882,Agosto,33.8,11.0,1.3,0.272,71,5.4,917.4,Área Urbana,Médio
SP,Mata Atlântica,-23.07817,-46.42203,Agosto,29.6,21.3,479.9,0.49,108,33.1,2024.1,Agricultura,Alto
CE,Caatinga,-5.11897,-39.461,Agosto,28.8,82.2,81.5,0.604,17,5.8,4770.6,Pastagem,Baixo
GO,Cerrado,-16.38575,-52.24563,Março,19.3,93.1,334.6,0.635,11,13.5,3753.1,Floresta,Alto
AM,Amazônia,-4.06526,-61.51688,Junho,25.0,23.4,95.6,0.639,25,0.3,365.1,Floresta,Médio
PA,Amazônia,-5.7454,-52.14277,Dezembro,33.2,55.5,111.6,0.176,31,17.5,2147.8,Pastagem,Médio
GO,Cerrado,-16.71017,-48.3485,Dezembro,40.0,92.1,149.3,0.517,93,14.2,4939.5,Área Urbana,Médio
PA,Amazônia,-9.37448,-52.51784,Julho,37.0,23.3,46.5,0.348,57,28.8,2271.7,Pastagem,Médio
RS,Pampa,-28.00668,-48.98345,Setembro,23.1,25.8,144.1,0.811,30,28.6,3150.7,Cerrado/Savana,Médio
CE,Caatinga,-5.44774,-41.6393,Maio,26.7,88.8,89.8,0.823,10,1.5,3507.9,Floresta,Baixo
BA,Caatinga,-10.53029,-41.7778,Setembro,17.2,70.0,133.9,0.438,13,4.6,3323.0,Pastagem,Médio
AM,Amazônia,-3.70845,-63.55928,Junho,17.8,22.9,216.8,0.168,6,36.2,2598.4,Cerrado/Savana,Alto
AM,Amazônia,-5.34483,-61.37421,Outubro,27.7,43.4,24.4,0.187,3,31.7,672.7,Pastagem,Baixo
SP,Mata Atlântica,-22.54519,-46.32768,Outubro,29.3,14.8,114.1,-0.054,76,15.6,3545.0,Agricultura,Médio
PA,Amazônia,-6.68607,-54.3275,Outubro,22.1,46.8,6.4,0.186,14,6.7,4667.3,Agricultura,Baixo
MG,Cerrado,-20.65837,-45.39082,Abril,32.4,76.1,12.9,-0.036,54,10.4,4709.1,Área Urbana,Baixo
AM,Amazônia,-4.97878,-64.78396,Janeiro,34.0,57.1,134.7,0.864,26,26.3,2971.0,Pastagem,Médio
PA,Amazônia,-4.56298,-54.7086,Janeiro,23.1,65.0,8.8,0.524,3,37.8,2466.1,Área Urbana,Médio
PA,Amazônia,-4.06412,-52.13889,Outubro,35.5,37.8,108.6,0.073,22,24.6,1676.5,Pastagem,Médio
MT,Cerrado/Amazônia,-12.23849,-54.42204,Maio,20.6,23.7,29.8,0.017,21,1.1,526.8,Agricultura,Baixo
MT,Cerrado/Amazônia,-14.6087,-55.60934,Março,29.7,11.1,43.5,0.27,18,26.0,4416.8,Pastagem,Médio
BA,Caatinga,-13.02646,-37.84339,Maio,36.7,79.8,16.7,0.208,33,37.8,693.9,Área Urbana,Médio
RS,Pampa,-30.60119,-52.04346,Maio,29.5,64.1,34.3,0.767,29,14.3,1446.8,Floresta,Baixo
BA,Caatinga,-11.9417,-42.01336,Janeiro,39.5,29.5,206.6,0.168,106,37.3,3704.6,Agricultura,Alto
GO,Cerrado,-16.96769,-51.29542,Agosto,16.6,45.6,122.2,0.736,52,26.8,3526.8,Floresta,Médio
MG,Cerrado,-16.32269,-46.29519,Maio,30.9,78.1,358.9,0.819,15,7.6,3408.3,Floresta,Alto
GO,Cerrado,-15.49537,-48.25572,Maio,30.2,55.8,6.0,0.421,6,5.8,3711.1,Cerrado/Savana,Baixo
PR,Mata Atlântica,-23.23326,-52.45248,Setembro,32.8,35.5,188.7,0.707,103,7.1,2714.5,Cerrado/Savana,Médio
GO,Cerrado,-16.13928,-50.44029,Agosto,37.5,32.7,144.1,-0.096,2,28.0,783.2,Pastagem,Médio
SP,Mata Atlântica,-25.85253,-45.82372,Janeiro,34.6,28.5,36.3,0.097,19,23.6,4991.8,Pastagem,Baixo
GO,Cerrado,-15.77224,-47.67912,Março,36.3,80.0,156.8,0.79,15,18.2,4461.8,Floresta,Médio
BA,Caatinga,-13.81481,-40.06696,Dezembro,22.8,59.5,151.3,0.605,23,10.5,2161.4,Pastagem,Médio
AM,Amazônia,-1.73115,-62.14939,Julho,25.5,75.7,73.8,-0.012,0,36.3,15.6,Corpo d'Água,Médio
AM,Amazônia,-6.72629,-62.98885,Janeiro,31.9,83.1,140.0,0.064,51,8.5,1973.8,Agricultura,Médio
MT,Cerrado/Amazônia,-10.00119,-56.47442,Janeiro,29.9,93.9,70.6,0.703,59,11.3,3193.5,Floresta,Baixo
MG,Cerrado,-17.4699,-44.68375,Maio,40.9,31.2,49.1,0.229,81,2.2,3658.4,Pastagem,Médio
MG,Cerrado,-18.84516,-47.35102,Setembro,20.0,25.4,75.4,0.842,15,11.0,1165.5,Floresta,Médio
SP,Mata Atlântica,-22.35789,-45.01048,Junho,24.5,49.3,270.6,0.791,15,36.9,2169.7,Cerrado/Savana,Alto
BA,Caatinga,-14.00629,-41.96828,Outubro,30.5,13.0,58.3,0.246,80,7.5,3204.8,Pastagem,Médio
MT,Cerrado/Amazônia,-13.15061,-56.28977,Fevereiro,38.4,77.1,62.0,0.033,0,8.2,2.8,Corpo d'Água,Médio
PR,Mata Atlântica,-25.70655,-50.15299,Novembro,40.1,85.1,112.5,0.611,25,24.0,1631.1,Agricultura,Médio
MG,Cerrado,-18.40301,-48.37413,Setembro,24.1,68.3,167.8,0.804,73,22.7,3727.6,Agricultura,Médio
AM,Amazônia,-2.80592,-60.72547,Junho,16.8,32.8,159.2,0.151,57,7.0,1739.9,Pastagem,Médio
GO,Cerrado,-17.55809,-49.22691,Maio,26.4,20.5,2.4,0.831,41,6.2,470.8,Pastagem,Médio
GO,Cerrado,-13.08506,-49.6719,Maio,25.6,81.5,139.5,0.03,0,4.7,11.0,Corpo d'Água,Alto
MT,Cerrado/Amazônia,-10.96756,-57.58323,Dezembro,41.6,80.8,71.9,0.635,32,34.4,3250.0,Floresta,Médio
BA,Caatinga,-12.60695,-42.00693,Março,26.6,39.6,89.1,0.336,117,26.2,2576.6,Cerrado/Savana,Médio
BA,Caatinga,-13.16068,-41.92158,Junho,23.3,12.9,99.0,0.604,52,38.1,3378.4,Floresta,Médio
RS,Pampa,-32.47602,-51.72632,Abril,24.9,33.3,157.9,-0.021,3,6.6,4397.7,Cerrado/Savana,Médio
CE,Caatinga,-3.09329,-41.09554,Dezembro,25.7,94.1,213.6,0.29,38,18.4,3785.0,Cerrado/Savana,Alto
MG,Cerrado,-20.1092,-44.45818,Outubro,37.2,67.5,124.7,0.289,21,29.7,4290.5,Cerrado/Savana,Médio
BA,Caatinga,-12.41323,-41.1338,Fevereiro,17.2,79.5,99.6,-0.072,0,8.5,34.8,Corpo d'Água,Médio
AM,Amazônia,-3.64061,-62.1122,Março,23.5,75.9,56.2,0.116,5,27.4,4004.4,Pastagem,Baixo
MT,Cerrado/Amazônia,-13.20633,-58.83369,Setembro,41.1,55.9,17.8,0.3,44,19.0,1806.4,Agricultura,Baixo
PR,Mata Atlântica,-24.99709,-50.4631,Novembro,19.1,22.6,382.1,0.31,76,17.2,113.1,Agricultura,Alto
RS,Pampa,-29.25742,-53.84636,Novembro,35.1,39.6,74.4,0.342,24,25.8,225.5,Área Urbana,Médio
PA,Amazônia,-5.16211,-54.06915,Setembro,24.6,59.6,100.2,0.769,34,18.7,3654.5,Agricultura,Baixo
SP,Mata Atlântica,-21.46175,-46.1406,Junho,30.7,84.0,166.9,0.893,41,32.8,1366.8,Floresta,Alto
PR,Mata Atlântica,-23.54557,-51.51825,Outubro,17.7,32.8,8.5,0.662,45,37.2,1544.8,Floresta,Baixo
PA,Amazônia,-5.63908,-50.48623,Outubro,23.3,79.4,231.7,-0.127,0,23.6,23.3,Corpo d'Água,Alto
GO,Cerrado,-14.37084,-49.66321,Setembro,28.5,57.5,191.4,0.662,48,12.0,3710.1,Pastagem,Médio
SP,Mata Atlântica,-23.8495,-49.19076,Abril,21.3,25.0,178.7,0.809,14,31.1,2798.8,Floresta,Alto
MG,Cerrado,-18.02315,-44.73916,Novembro,29.6,61.9,2.7,0.323,29,6.8,3534.8,Cerrado/Savana,Baixo
AM,Amazônia,-2.63907,-60.93327,Maio,20.9,72.9,89.7,-0.094,0,3.8,36.5,Corpo d'Água,Médio
SP,Mata Atlântica,-21.70062,-46.12451,Outubro,32.6,76.9,6.7,0.038,0,20.7,6.8,Corpo d'Água,Baixo
CE,Caatinga,-6.66954,-42.87397,Junho,39.4,43.9,96.1,0.376,56,25.9,1211.6,Cerrado/Savana,Médio
PA,Amazônia,-6.77705,-50.72977,Setembro,17.3,60.4,152.1,0.65,147,33.4,4534.9,Área Urbana,Médio
MG,Cerrado,-15.77476,-44.90685,Maio,20.8,56.4,15.6,0.203,25,38.2,1493.3,Pastagem,Baixo
CE,Caatinga,-7.29144,-40.62262,Agosto,37.8,30.8,142.4,0.679,10,34.9,3306.3,Pastagem,Médio
GO,Cerrado,-14.12329,-50.72652,Novembro,32.1,85.7,71.6,0.223,22,39.5,4374.8,Cerrado/Savana,Baixo
CE,Caatinga,-4.21631,-39.39716,Janeiro,17.1,19.3,200.3,0.33,21,19.0,3121.0,Área Urbana,Alto
RS,Pampa,-28.965,-48.50298,Maio,28.1,13.4,91.5,0.379,13,12.7,4032.9,Pastagem,Médio
RS,Pampa,-29.14533,-51.00963,Outubro,20.7,61.2,49.2,0.826,27,18.4,4637.5,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-9.78744,-56.39567,Janeiro,20.4,20.5,48.4,-0.047,54,25.8,4835.0,Cerrado/Savana,Médio
PR,Mata Atlântica,-26.07942,-50.5188,Outubro,40.4,52.9,273.3,0.097,17,20.3,2059.1,Cerrado/Savana,Alto
PR,Mata Atlântica,-24.21882,-52.01185,Junho,35.6,90.9,72.4,0.606,18,25.4,4963.9,Cerrado/Savana,Baixo
MG,Cerrado,-19.28638,-44.99739,Julho,33.8,69.4,62.5,0.478,8,35.5,1365.7,Cerrado/Savana,Médio
GO,Cerrado,-16.62783,-50.23864,Dezembro,21.5,62.5,4.9,0.152,39,6.6,2316.3,Pastagem,Baixo
BA,Caatinga,-13.84419,-41.12077,Maio,18.2,58.9,54.4,0.758,102,4.8,3805.9,Floresta,Baixo
RS,Pampa,-29.5632,-50.7122,Janeiro,38.5,25.3,227.4,0.067,57,19.9,4851.1,Área Urbana,Alto
MG,Cerrado,-18.60355,-44.81649,Junho,15.2,46.8,171.7,0.35,120,39.3,274.2,Cerrado/Savana,Alto
BA,Caatinga,-10.41699,-41.59889,Outubro,25.5,39.1,30.0,0.718,5,2.4,4728.8,Agricultura,Baixo
PR,Mata Atlântica,-22.99435,-53.04462,Maio,22.5,91.0,63.9,-0.086,7,39.5,4993.4,Agricultura,Baixo
MT,Cerrado/Amazônia,-11.79623,-58.02205,Junho,30.4,30.6,26.3,0.798,32,38.7,4548.8,Cerrado/Savana,Baixo
CE,Caatinga,-5.93423,-40.26786,Novembro,21.8,50.1,370.1,0.652,19,11.7,550.8,Floresta,Alto
RS,Pampa,-30.7419,-51.93441,Outubro,23.4,89.7,109.4,0.13,17,35.6,4205.1,Pastagem,Médio
MG,Cerrado,-16.68409,-44.48188,Julho,38.0,77.1,168.5,0.408,22,0.3,3202.4,Área Urbana,Médio
SP,Mata Atlântica,-23.21242,-47.31574,Julho,31.3,92.0,150.1,0.877,12,18.2,57.5,Floresta,Médio
BA,Caatinga,-11.29459,-41.16742,Fevereiro,18.9,61.7,248.3,0.84,38,16.1,4922.0,Floresta,Alto
CE,Caatinga,-5.56339,-42.02643,Dezembro,34.6,75.8,357.9,-0.083,0,36.1,19.6,Corpo d'Água,Alto
RS,Pampa,-29.70556,-50.36648,Março,20.6,80.3,4.0,0.661,16,18.9,1990.1,Área Urbana,Baixo
PR,Mata Atlântica,-26.35827,-51.99309,Dezembro,26.7,34.8,444.1,0.066,122,16.7,161.1,Pastagem,Alto
GO,Cerrado,-15.02426,-52.19639,Junho,32.5,24.0,245.3,0.068,13,25.6,1554.5,Pastagem,Alto
BA,Caatinga,-13.55328,-41.13464,Março,22.3,70.0,57.9,0.104,34,15.0,2845.9,Cerrado/Savana,Baixo
PR,Mata Atlântica,-23.23247,-48.27133,Fevereiro,25.4,64.3,217.7,0.697,23,21.5,4655.0,Cerrado/Savana,Médio
RS,Pampa,-27.09202,-51.01435,Abril,34.8,84.7,160.1,0.172,10,38.2,4951.9,Cerrado/Savana,Médio
BA,Caatinga,-13.30634,-40.31532,Maio,40.3,91.8,189.1,0.696,39,8.1,2122.6,Cerrado/Savana,Médio
CE,Caatinga,-5.91539,-40.79314,Novembro,29.3,82.9,29.9,0.441,23,18.4,2146.6,Pastagem,Baixo
RS,Pampa,-30.4879,-51.87601,Outubro,15.3,15.1,125.5,0.667,49,0.6,810.1,Cerrado/Savana,Médio
PA,Amazônia,-4.92105,-53.6336,Setembro,24.1,66.5,3.2,0.664,41,33.7,2496.8,Floresta,Baixo
MG,Cerrado,-18.38232,-42.15757,Março,25.8,76.7,226.2,0.236,18,3.7,4701.0,Agricultura,Médio
CE,Caatinga,-4.91679,-37.37489,Março,24.2,93.5,362.0,0.768,84,3.8,835.3,Floresta,Alto
BA,Caatinga,-10.77692,-40.81194,Junho,26.8,41.8,130.2,0.615,145,35.3,1339.7,Agricultura,Médio
GO,Cerrado,-16.36123,-48.27924,Maio,32.1,24.4,86.3,0.772,58,16.4,4457.7,Floresta,Baixo
PR,Mata Atlântica,-25.26496,-51.55301,Junho,18.3,82.5,155.2,0.83,21,27.5,3135.9,Floresta,Médio
SP,Mata Atlântica,-23.0547,-46.63805,Julho,22.4,37.0,47.4,0.516,53,34.3,1659.2,Cerrado/Savana,Médio
PR,Mata Atlântica,-25.9704,-53.84065,Novembro,28.7,60.8,118.1,0.758,29,15.0,4065.6,Floresta,Baixo
BA,Caatinga,-11.1413,-40.84449,Março,23.5,43.1,152.3,0.324,39,10.5,553.7,Cerrado/Savana,Médio
PR,Mata Atlântica,-27.47092,-52.67018,Maio,41.8,44.2,18.5,0.704,39,6.8,4293.2,Floresta,Médio
MG,Cerrado,-18.2414,-43.88614,Agosto,26.6,72.3,18.1,0.9,16,24.3,2594.8,Cerrado/Savana,Baixo
RS,Pampa,-32.30768,-51.36386,Abril,38.5,40.7,151.1,0.873,71,10.1,3787.1,Floresta,Médio
SP,Mata Atlântica,-22.74052,-47.15727,Outubro,39.2,68.9,67.8,0.623,34,25.4,2596.8,Floresta,Médio
AM,Amazônia,-3.08626,-62.95133,Fevereiro,37.6,11.2,264.0,0.219,37,12.7,1238.9,Pastagem,Alto
BA,Caatinga,-11.21621,-42.89893,Abril,16.3,37.6,44.9,-0.05,50,13.9,3207.8,Pastagem,Baixo
MT,Cerrado/Amazônia,-14.39312,-56.87661,Fevereiro,40.6,37.1,5.2,0.878,90,10.0,782.4,Floresta,Médio
AM,Amazônia,-5.62029,-65.37767,Março,18.5,73.7,125.9,0.346,36,16.7,1157.1,Cerrado/Savana,Médio
PR,Mata Atlântica,-23.2644,-53.02634,Abril,15.9,36.7,138.3,0.808,44,6.5,2751.1,Floresta,Médio
BA,Caatinga,-14.58048,-42.91764,Abril,26.2,63.8,96.8,0.876,13,12.8,1956.0,Agricultura,Médio
PA,Amazônia,-6.82498,-52.94317,Outubro,20.3,68.5,138.0,0.882,117,31.1,3728.6,Pastagem,Médio
MT,Cerrado/Amazônia,-14.32023,-56.17272,Setembro,20.0,66.0,89.0,0.786,10,8.6,2922.0,Floresta,Médio
SP,Mata Atlântica,-22.58065,-48.54249,Outubro,22.8,61.3,141.6,0.438,18,37.9,1912.9,Área Urbana,Alto
GO,Cerrado,-16.75714,-50.62459,Junho,21.7,81.2,5.4,-0.007,0,19.7,49.2,Corpo d'Água,Baixo
PA,Amazônia,-5.78751,-51.10597,Setembro,33.5,41.7,55.1,0.138,37,4.3,4567.1,Cerrado/Savana,Baixo
